"281470698557696","281470698557951","TH","Thailand","Nakhon Si Thammarat","Thung Song","8.164530","99.680390","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698557952","281470698558207","TH","Thailand","Satun","La-ngu","6.884920","99.788360","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698558208","281470698558463","TH","Thailand","Phatthalung","Khuan Khanun","7.734700","100.009310","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698558464","281470698558975","TH","Thailand","Krabi","Ao Luek","8.378030","98.721170","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698558976","281470698559231","TH","Thailand","Surat Thani","Ko Samui","9.535670","99.935670","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698559232","281470698559487","TH","Thailand","Krabi","Ao Luek","8.378030","98.721170","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698559488","281470698559743","TH","Thailand","Satun","La-ngu","6.884920","99.788360","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698559744","281470698559999","TH","Thailand","Krabi","Ao Luek","8.378030","98.721170","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698560000","281470698560255","TH","Thailand","Trang","Ratsada","7.974670","99.633530","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698560256","281470698560511","TH","Thailand","Phatthalung","Khuan Khanun","7.734700","100.009310","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698560512","281470698560767","TH","Thailand","Chumphon","Chumphon","10.500000","99.166670","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698560768","281470698561023","TH","Thailand","Nakhon Si Thammarat","Thung Song","8.164530","99.680390","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698561024","281470698561279","TH","Thailand","Phangnga","Phang Nga","8.450900","98.529850","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698561280","281470698561535","TH","Thailand","Trang","Trang","7.556330","99.611410","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698561536","281470698561791","TH","Thailand","Surat Thani","Surat Thani","9.140110","99.333110","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698561792","281470698562047","TH","Thailand","Trang","Huai Yot","7.789330","99.634780","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698562048","281470698562303","TH","Thailand","Phuket","Phuket","7.890590","98.398100","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698562304","281470698562559","TH","Thailand","Surat Thani","Surat Thani","9.140110","99.333110","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698562560","281470698562815","TH","Thailand","Phatthalung","Khuan Khanun","7.734700","100.009310","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698562816","281470698563071","TH","Thailand","Chiang Mai","San Pa Tong","18.628280","98.895720","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698563072","281470698563327","TH","Thailand","Trang","Kantang","7.405420","99.515610","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698563328","281470698563583","TH","Thailand","Chumphon","Thung Tako","10.110220","99.083060","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698563584","281470698564095","TH","Thailand","Phangnga","Kapong","8.696970","98.409140","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698564096","281470698564351","TH","Thailand","Nakhon Si Thammarat","Thung Song","8.164530","99.680390","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698564352","281470698564863","TH","Thailand","Krabi","Ao Luek","8.378030","98.721170","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698564864","281470698565119","TH","Thailand","Phangnga","Khura Buri","9.193970","98.415140","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698565120","281470698565375","TH","Thailand","Satun","Satun","6.623140","100.066760","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698565376","281470698565631","TH","Thailand","Phangnga","Takua Thung","8.383730","98.451230","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698565632","281470698565887","TH","Thailand","Chon Buri","Ban Talat Bueng","13.071470","101.003140","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698565888","281470698566143","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.750000","100.516670","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698566144","281470698566399","TH","Thailand","Rayong","Rayong","12.680950","101.257980","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698566400","281470698566655","TH","Thailand","Chanthaburi","Tha Mai","12.621370","102.004800","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698566656","281470698566911","TH","Thailand","Rayong","Klaeng","12.779720","101.648310","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698566912","281470698567167","TH","Thailand","Nakhon Nayok","Pak Phli","14.163080","101.268860","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698567168","281470698567423","TH","Thailand","Rayong","Ban Chang","12.725430","101.055300","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698567424","281470698567679","TH","Thailand","Chon Buri","Sattahip","12.666440","100.900730","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698567680","281470698567935","TH","Thailand","Chanthaburi","Tha Mai","12.621370","102.004800","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698567936","281470698568191","TH","Thailand","Trat","Khlong Yai","11.776440","102.885670","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698568192","281470698568447","TH","Thailand","Chanthaburi","Chanthaburi","12.609610","102.104470","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698568448","281470698568703","TH","Thailand","Rayong","Rayong","12.680950","101.257980","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698568704","281470698568959","TH","Thailand","Chon Buri","Sattahip","12.666440","100.900730","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698568960","281470698569215","TH","Thailand","Chon Buri","Phan Thong","13.468040","101.095320","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698569216","281470698569471","TH","Thailand","Chachoengsao","Bang Pakong","13.542970","100.993330","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698569472","281470698569727","TH","Thailand","Prachin Buri","Prachin Buri","14.049920","101.368640","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698569728","281470698569983","TH","Thailand","Krabi","Krabi","8.072570","98.910520","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698569984","281470698570239","TH","Thailand","Phuket","Phuket","7.890590","98.398100","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698570240","281470698570495","TH","Thailand","Phatthalung","Khuan Khanun","7.734700","100.009310","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698570496","281470698570751","TH","Thailand","Trang","Trang","7.556330","99.611410","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698570752","281470698571007","TH","Thailand","Surat Thani","Koh Tao","10.098080","99.838090","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698571008","281470698571263","TH","Thailand","Surat Thani","Kanchanadit","9.166110","99.470140","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698571264","281470698571519","TH","Thailand","Phatthalung","Phatthalung","7.617860","100.077920","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698571520","281470698571775","TH","Thailand","Phangnga","Kapong","8.696970","98.409140","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698571776","281470698572031","TH","Thailand","Rayong","Ban Chang","12.725430","101.055300","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698572032","281470698572287","TH","Thailand","Samut Prakan","Phra Pradaeng","13.658540","100.533620","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698572288","281470698572799","TH","Thailand","Surat Thani","Surat Thani","9.140110","99.333110","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698572800","281470698573055","TH","Thailand","Kamphaeng Phet","Pang Sila Thong","16.096310","99.489060","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698573056","281470698573311","TH","Thailand","Nakhon Sawan","Tha Tako","15.642180","100.478390","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698573312","281470698573567","TH","Thailand","Phetchabun","Lom Kao","16.886140","101.228940","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698573568","281470698573823","TH","Thailand","Phetchabun","Phetchabun","16.419040","101.160560","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698573824","281470698574079","TH","Thailand","Phetchaburi","Phetchaburi","13.111890","99.944670","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698574080","281470698574335","TH","Thailand","Samut Songkhram","Samut Songkhram","13.414560","100.002640","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698574336","281470698574591","TH","Thailand","Phra Nakhon Si Ayutthaya","Phachi","14.449140","100.728330","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698574592","281470698574847","TH","Thailand","Phra Nakhon Si Ayutthaya","Uthai","14.362780","100.672030","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698574848","281470698575359","TH","Thailand","Samut Sakhon","Ban Phaeo","13.590720","100.107480","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698575360","281470698575615","TH","Thailand","Songkhla","Songkhla","7.198820","100.595100","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698575616","281470698575871","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.750000","100.516670","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698575872","281470698576127","TH","Thailand","Phangnga","Phang Nga","8.450900","98.529850","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698576128","281470698576383","TH","Thailand","Trang","Kantang","7.405420","99.515610","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
